"","HHSTFIPS","WHYTRP90","TRAVDAY","strt_hr","counts","tot","prop"
"3347","13","Medical",3,11,2853411.8603195,29706078.666375,9.61
"3348","13","Medical",3,12,2427158.758837,29706078.666375,8.17
"3349","13","Medical",3,13,2805695.7431,29706078.666375,9.44
"3350","13","Medical",3,14,2712795.590809,29706078.666375,9.13
"3351","13","Medical",3,15,3928671.5323825,29706078.666375,13.23
"3352","13","Medical",3,16,1873266.895662,29706078.666375,6.31
"3353","13","Medical",3,17,2485531.781883,29706078.666375,8.37
"3354","13","Medical",3,18,203063.164692,29706078.666375,0.68
"3355","13","Medical",3,19,355341.767742,29706078.666375,1.2
"3356","13","Medical",3,20,30767.989563,29706078.666375,0.1
"3357","13","Medical",4,6,27497.032642,22183004.0023716,0.12
"3358","13","Medical",4,7,299890.53047,22183004.0023716,1.35
"3359","13","Medical",4,8,2829630.693657,22183004.0023716,12.76
"3360","13","Medical",4,9,3486413.7159714,22183004.0023716,15.72
"3361","13","Medical",4,10,1664999.5207724,22183004.0023716,7.51
"3362","13","Medical",4,11,2982761.190891,22183004.0023716,13.45
"3363","13","Medical",4,12,2622139.811461,22183004.0023716,11.82
"3364","13","Medical",4,13,1473520.554717,22183004.0023716,6.64
"3365","13","Medical",4,14,2088934.216933,22183004.0023716,9.42
"3366","13","Medical",4,15,2569718.688712,22183004.0023716,11.58
"3367","13","Medical",4,16,871923.274097,22183004.0023716,3.93
"3368","13","Medical",4,17,998112.3945184,22183004.0023716,4.5
"3369","13","Medical",4,18,134047.0431724,22183004.0023716,0.6
"3370","13","Medical",4,20,133415.334357,22183004.0023716,0.6
"3371","13","Medical",5,5,403170.285037,34764526.0637159,1.16
"3372","13","Medical",5,6,78013.701562,34764526.0637159,0.22
"3373","13","Medical",5,7,1140958.130179,34764526.0637159,3.28
"3374","13","Medical",5,8,2239460.886128,34764526.0637159,6.44
"3375","13","Medical",5,9,3444464.754041,34764526.0637159,9.91
"3376","13","Medical",5,10,2756335.4702139,34764526.0637159,7.93
"3377","13","Medical",5,11,4438021.548343,34764526.0637159,12.77
"3378","13","Medical",5,12,2506105.36942,34764526.0637159,7.21
"3379","13","Medical",5,13,3040917.862541,34764526.0637159,8.75
"3380","13","Medical",5,14,1462615.613524,34764526.0637159,4.21
"3381","13","Medical",5,15,4102745.197584,34764526.0637159,11.8
"3382","13","Medical",5,16,1931084.240705,34764526.0637159,5.55
"3383","13","Medical",5,17,2312361.681808,34764526.0637159,6.65
"3384","13","Medical",5,18,1623623.680221,34764526.0637159,4.67
"3385","13","Medical",5,19,21270.196329,34764526.0637159,0.06
"3386","13","Medical",5,20,2414422.9029,34764526.0637159,6.95
"3387","13","Medical",5,23,848954.54318,34764526.0637159,2.44
"3388","13","Medical",6,5,1190426.193707,18837768.7791231,6.32
"3389","13","Medical",6,6,152524.454189,18837768.7791231,0.81
"3390","13","Medical",6,7,239308.259829,18837768.7791231,1.27
"3391","13","Medical",6,8,2259501.996214,18837768.7791231,11.99
"3392","13","Medical",6,9,3182681.275887,18837768.7791231,16.9
"3393","13","Medical",6,10,2526915.730815,18837768.7791231,13.41
"3394","13","Medical",6,11,1655851.7788671,18837768.7791231,8.79
"3395","13","Medical",6,12,1568852.049476,18837768.7791231,8.33
"3396","13","Medical",6,13,879821.379234,18837768.7791231,4.67
"3397","13","Medical",6,14,1243875.154337,18837768.7791231,6.6
"3398","13","Medical",6,15,856684.656023,18837768.7791231,4.55
"3399","13","Medical",6,16,925764.27541,18837768.7791231,4.91
"3400","13","Medical",6,17,219779.607354,18837768.7791231,1.17
"3401","13","Medical",6,18,91722.278528,18837768.7791231,0.49
"3402","13","Medical",6,19,1277207.428693,18837768.7791231,6.78
"3403","13","Medical",6,21,177082.29161,18837768.7791231,0.94
"3404","13","Medical",6,23,389769.96895,18837768.7791231,2.07
"3405","13","Medical",7,7,1087718.466498,4946785.882016,21.99
"3406","13","Medical",7,8,1132729.27321,4946785.882016,22.9
"3407","13","Medical",7,9,379988.771488,4946785.882016,7.68
"3408","13","Medical",7,10,315818.987858,4946785.882016,6.38
"3409","13","Medical",7,11,1398236.795205,4946785.882016,28.27
"3410","13","Medical",7,12,18052.674219,4946785.882016,0.36
"3411","13","Medical",7,13,21390.03577,4946785.882016,0.43
"3412","13","Medical",7,14,137347.602338,4946785.882016,2.78
"3413","13","Medical",7,15,62001.654798,4946785.882016,1.25
"3414","13","Medical",7,16,190193.693184,4946785.882016,3.84
"3415","13","Medical",7,17,77624.819342,4946785.882016,1.57
"3416","13","Medical",7,18,62001.654798,4946785.882016,1.25
"3417","13","Medical",7,22,31840.726654,4946785.882016,0.64
"3418","13","Medical",7,23,31840.726654,4946785.882016,0.64
"3419","13","Vacation",1,9,46451.682094,7488041.5033867,0.62
"3420","13","Vacation",1,10,182445.079119,7488041.5033867,2.44
"3421","13","Vacation",1,11,1321265.779365,7488041.5033867,17.65
"3422","13","Vacation",1,12,61528.7962757,7488041.5033867,0.82
"3423","13","Vacation",1,13,615771.497317,7488041.5033867,8.22
"3424","13","Vacation",1,14,390647.519048,7488041.5033867,5.22
"3425","13","Vacation",1,15,237504.597087,7488041.5033867,3.17
"3426","13","Vacation",1,16,464930.125765,7488041.5033867,6.21
"3427","13","Vacation",1,17,1539822.94948,7488041.5033867,20.56
"3428","13","Vacation",1,18,160641.110947,7488041.5033867,2.15
"3429","13","Vacation",1,19,13335.825048,7488041.5033867,0.18
"3430","13","Vacation",1,20,2033759.834413,7488041.5033867,27.16
"3431","13","Vacation",1,21,48220.204018,7488041.5033867,0.64
"3432","13","Vacation",1,22,371716.50341,7488041.5033867,4.96
"3433","13","Vacation",2,7,133800.38979,2716111.465713,4.93
"3434","13","Vacation",2,9,309926.264659,2716111.465713,11.41
"3435","13","Vacation",2,11,244049.43077,2716111.465713,8.99
"3436","13","Vacation",2,13,277843.21709,2716111.465713,10.23
"3437","13","Vacation",2,14,60467.534053,2716111.465713,2.23
"3438","13","Vacation",2,15,16099.143545,2716111.465713,0.59
"3439","13","Vacation",2,16,156068.45308,2716111.465713,5.75
"3440","13","Vacation",2,17,362994.069518,2716111.465713,13.36
"3441","13","Vacation",2,18,436889.56867,2716111.465713,16.09
"3442","13","Vacation",2,19,546821.26129,2716111.465713,20.13
"3443","13","Vacation",2,20,122945.8245,2716111.465713,4.53
"3444","13","Vacation",2,21,16099.143545,2716111.465713,0.59
"3445","13","Vacation",2,22,32107.165203,2716111.465713,1.18
"3446","13","Vacation",3,5,392629.77635,4577766.588448,8.58
"3447","13","Vacation",3,8,67849.961553,4577766.588448,1.48
"3448","13","Vacation",3,9,221256.97298,4577766.588448,4.83
"3449","13","Vacation",3,10,430640.511349,4577766.588448,9.41
"3450","13","Vacation",3,11,456742.392144,4577766.588448,9.98
"3451","13","Vacation",3,13,447148.079713,4577766.588448,9.77
"3452","13","Vacation",3,14,192056.088642,4577766.588448,4.2
"3453","13","Vacation",3,15,505871.81157,4577766.588448,11.05
"3454","13","Vacation",3,16,186896.894351,4577766.588448,4.08
"3455","13","Vacation",3,17,994924.485482,4577766.588448,21.73
"3456","13","Vacation",3,18,346665.009643,4577766.588448,7.57
"3457","13","Vacation",3,19,218611.048859,4577766.588448,4.78
"3458","13","Vacation",3,21,53052.695896,4577766.588448,1.16
"3459","13","Vacation",3,22,63420.859916,4577766.588448,1.39
"3460","13","Vacation",4,7,186441.491581,2427110.212117,7.68
"3461","13","Vacation",4,8,75701.008224,2427110.212117,3.12
"3462","13","Vacation",4,9,258303.593608,2427110.212117,10.64
"3463","13","Vacation",4,10,65077.796365,2427110.212117,2.68
"3464","13","Vacation",4,11,39793.172745,2427110.212117,1.64
"3465","13","Vacation",4,12,35898.104881,2427110.212117,1.48
"3466","13","Vacation",4,13,76147.215878,2427110.212117,3.14
"3467","13","Vacation",4,14,242532.785325,2427110.212117,9.99
"3468","13","Vacation",4,15,599106.812255,2427110.212117,24.68
"3469","13","Vacation",4,16,357717.883966,2427110.212117,14.74
"3470","13","Vacation",4,17,230542.558116,2427110.212117,9.5
"3471","13","Vacation",4,18,59220.136261,2427110.212117,2.44
"3472","13","Vacation",4,19,94213.365067,2427110.212117,3.88
"3473","13","Vacation",4,21,106414.287845,2427110.212117,4.38
"3474","13","Vacation",5,3,39412.473985,6165064.735839,0.64
"3475","13","Vacation",5,5,39412.473985,6165064.735839,0.64
"3476","13","Vacation",5,7,100608.085876,6165064.735839,1.63
"3477","13","Vacation",5,8,183189.892758,6165064.735839,2.97
"3478","13","Vacation",5,9,59027.088529,6165064.735839,0.96
"3479","13","Vacation",5,10,583333.938194,6165064.735839,9.46
"3480","13","Vacation",5,11,123198.953591,6165064.735839,2
"3481","13","Vacation",5,12,560439.941884,6165064.735839,9.09
"3482","13","Vacation",5,13,30434.435872,6165064.735839,0.49
"3483","13","Vacation",5,14,860978.643944,6165064.735839,13.97
"3484","13","Vacation",5,15,313625.25859,6165064.735839,5.09
"3485","13","Vacation",5,16,720915.093269,6165064.735839,11.69
"3486","13","Vacation",5,17,613532.705606,6165064.735839,9.95
"3487","13","Vacation",5,18,343671.467292,6165064.735839,5.57
"3488","13","Vacation",5,19,133060.128461,6165064.735839,2.16
"3489","13","Vacation",5,20,964390.328943,6165064.735839,15.64
"3490","13","Vacation",5,22,411756.423027,6165064.735839,6.68
"3491","13","Vacation",5,23,84077.402033,6165064.735839,1.36
"3492","13","Vacation",6,0,45768.912356,5620095.813531,0.81
"3493","13","Vacation",6,4,129662.23069,5620095.813531,2.31
"3494","13","Vacation",6,6,38370.596564,5620095.813531,0.68
"3495","13","Vacation",6,9,159783.947577,5620095.813531,2.84
"3496","13","Vacation",6,10,421330.922003,5620095.813531,7.5
"3497","13","Vacation",6,11,203459.716941,5620095.813531,3.62
"3498","13","Vacation",6,12,660681.654488,5620095.813531,11.76
"3499","13","Vacation",6,13,384057.272044,5620095.813531,6.83
"3500","13","Vacation",6,14,10551.182142,5620095.813531,0.19
"3501","13","Vacation",6,15,193276.549213,5620095.813531,3.44
"3502","13","Vacation",6,16,1334320.061377,5620095.813531,23.74
"3503","13","Vacation",6,17,516102.410338,5620095.813531,9.18
"3504","13","Vacation",6,18,402225.369246,5620095.813531,7.16
"3505","13","Vacation",6,19,209070.942075,5620095.813531,3.72
"3506","13","Vacation",6,21,307717.908194,5620095.813531,5.48
"3507","13","Vacation",6,22,474053.907593,5620095.813531,8.43
"3508","13","Vacation",6,23,129662.23069,5620095.813531,2.31
"3509","13","Vacation",7,5,69389.006761,7495498.140171,0.93
"3510","13","Vacation",7,6,45550.956891,7495498.140171,0.61
"3511","13","Vacation",7,7,86286.228666,7495498.140171,1.15
"3512","13","Vacation",7,8,227658.67945,7495498.140171,3.04
"3513","13","Vacation",7,9,324834.655095,7495498.140171,4.33
"3514","13","Vacation",7,10,655264.735451,7495498.140171,8.74
"3515","13","Vacation",7,11,629171.481654,7495498.140171,8.39
"3516","13","Vacation",7,12,195622.55023,7495498.140171,2.61
"3517","13","Vacation",7,13,560596.326944,7495498.140171,7.48
"3518","13","Vacation",7,14,889074.153245,7495498.140171,11.86
"3519","13","Vacation",7,15,412855.556039,7495498.140171,5.51
"3520","13","Vacation",7,16,242257.902915,7495498.140171,3.23
"3521","13","Vacation",7,17,1109246.209356,7495498.140171,14.8
"3522","13","Vacation",7,18,646780.188183,7495498.140171,8.63
"3523","13","Vacation",7,19,444265.958579,7495498.140171,5.93
"3524","13","Vacation",7,20,179435.33248,7495498.140171,2.39
"3525","13","Vacation",7,21,710401.564174,7495498.140171,9.48
"3526","13","Vacation",7,22,66806.654058,7495498.140171,0.89
"3527","13","Visit Friends",1,0,178743.05132,68652445.0195227,0.26
"3528","13","Visit Friends",1,1,15633.008811,68652445.0195227,0.02
"3529","13","Visit Friends",1,5,20928.958582,68652445.0195227,0.03
"3530","13","Visit Friends",1,7,43194.372654,68652445.0195227,0.06
"3531","13","Visit Friends",1,8,756092.008276,68652445.0195227,1.1
"3532","13","Visit Friends",1,9,1543596.189782,68652445.0195227,2.25
"3533","13","Visit Friends",1,10,2854827.01936,68652445.0195227,4.16
"3534","13","Visit Friends",1,11,938663.9989887,68652445.0195227,1.37
"3535","13","Visit Friends",1,12,5848436.261976,68652445.0195227,8.52
"3536","13","Visit Friends",1,13,8785637.358702,68652445.0195227,12.8
"3537","13","Visit Friends",1,14,7327426.738107,68652445.0195227,10.67
"3538","13","Visit Friends",1,15,6105664.0048665,68652445.0195227,8.89
"3539","13","Visit Friends",1,16,8702746.3604415,68652445.0195227,12.68
"3540","13","Visit Friends",1,17,5571662.467261,68652445.0195227,8.12
"3541","13","Visit Friends",1,18,5149912.518749,68652445.0195227,7.5
"3542","13","Visit Friends",1,19,6971893.154331,68652445.0195227,10.16
"3543","13","Visit Friends",1,20,1510928.813228,68652445.0195227,2.2
"3544","13","Visit Friends",1,21,2090646.03061,68652445.0195227,3.05
"3545","13","Visit Friends",1,22,4197127.729372,68652445.0195227,6.11
"3546","13","Visit Friends",1,23,38684.974105,68652445.0195227,0.06
"3547","13","Visit Friends",2,0,459960.99669,51289504.8498711,0.9
"3548","13","Visit Friends",2,4,354055.029,51289504.8498711,0.69
"3549","13","Visit Friends",2,5,105425.853514,51289504.8498711,0.21
"3550","13","Visit Friends",2,6,69541.230001,51289504.8498711,0.14
"3551","13","Visit Friends",2,7,1236748.357957,51289504.8498711,2.41
"3552","13","Visit Friends",2,8,3167113.7329552,51289504.8498711,6.17
"3553","13","Visit Friends",2,9,3300586.3960882,51289504.8498711,6.44
"3554","13","Visit Friends",2,10,1897970.502104,51289504.8498711,3.7
"3555","13","Visit Friends",2,11,2131206.045584,51289504.8498711,4.16
"3556","13","Visit Friends",2,12,1846741.5916753,51289504.8498711,3.6
"3557","13","Visit Friends",2,13,2531954.323412,51289504.8498711,4.94
"3558","13","Visit Friends",2,14,4497226.8523382,51289504.8498711,8.77
"3559","13","Visit Friends",2,15,4273915.6284402,51289504.8498711,8.33
"3560","13","Visit Friends",2,16,5528441.9648447,51289504.8498711,10.78
"3561","13","Visit Friends",2,17,5497126.8859507,51289504.8498711,10.72
"3562","13","Visit Friends",2,18,3378387.3936503,51289504.8498711,6.59
"3563","13","Visit Friends",2,19,4435287.543846,51289504.8498711,8.65
"3564","13","Visit Friends",2,20,3382230.167364,51289504.8498711,6.59
"3565","13","Visit Friends",2,21,621550.9139583,51289504.8498711,1.21
"3566","13","Visit Friends",2,22,1603088.917058,51289504.8498711,3.13
"3567","13","Visit Friends",2,23,970944.52344,51289504.8498711,1.89
"3568","13","Visit Friends",3,0,58609.385154,50681580.0608596,0.12
"3569","13","Visit Friends",3,1,1764130.92838,50681580.0608596,3.48
"3570","13","Visit Friends",3,2,1418446.52745,50681580.0608596,2.8
"3571","13","Visit Friends",3,6,368423.60755,50681580.0608596,0.73
"3572","13","Visit Friends",3,7,338255.524065,50681580.0608596,0.67
"3573","13","Visit Friends",3,8,320959.7666209,50681580.0608596,0.63
"3574","13","Visit Friends",3,9,1609722.4184449,50681580.0608596,3.18
"3575","13","Visit Friends",3,10,5032021.30852,50681580.0608596,9.93
"3576","13","Visit Friends",3,11,2016518.1302549,50681580.0608596,3.98
"3577","13","Visit Friends",3,12,2193200.74155,50681580.0608596,4.33
"3578","13","Visit Friends",3,13,2709424.735029,50681580.0608596,5.35
"3579","13","Visit Friends",3,14,3712559.485506,50681580.0608596,7.33
"3580","13","Visit Friends",3,15,5054004.0343935,50681580.0608596,9.97
"3581","13","Visit Friends",3,16,4474032.3289749,50681580.0608596,8.83
"3582","13","Visit Friends",3,17,4645478.405718,50681580.0608596,9.17
"3583","13","Visit Friends",3,18,5269368.583696,50681580.0608596,10.4
"3584","13","Visit Friends",3,19,1513357.122345,50681580.0608596,2.99
"3585","13","Visit Friends",3,20,1469132.470532,50681580.0608596,2.9
"3586","13","Visit Friends",3,21,5057661.658329,50681580.0608596,9.98
"3587","13","Visit Friends",3,22,505628.3694345,50681580.0608596,1
"3588","13","Visit Friends",3,23,1150644.528912,50681580.0608596,2.27
"3589","13","Visit Friends",4,6,115615.804482,28588020.0103288,0.4
"3590","13","Visit Friends",4,7,234603.635749,28588020.0103288,0.82
"3591","13","Visit Friends",4,8,445633.268581,28588020.0103288,1.56
"3592","13","Visit Friends",4,9,973704.156688,28588020.0103288,3.41
"3593","13","Visit Friends",4,10,1021418.0603114,28588020.0103288,3.57
"3594","13","Visit Friends",4,11,1740798.9085574,28588020.0103288,6.09
"3595","13","Visit Friends",4,12,1890642.424326,28588020.0103288,6.61
"3596","13","Visit Friends",4,13,1819905.113882,28588020.0103288,6.37
"3597","13","Visit Friends",4,14,1759355.832223,28588020.0103288,6.15
"3598","13","Visit Friends",4,15,2614145.6487531,28588020.0103288,9.14
"3599","13","Visit Friends",4,16,2624764.8798421,28588020.0103288,9.18
"3600","13","Visit Friends",4,17,3115782.7975199,28588020.0103288,10.9
"3601","13","Visit Friends",4,18,3513465.9434309,28588020.0103288,12.29
"3602","13","Visit Friends",4,19,3120716.7003,28588020.0103288,10.92
"3603","13","Visit Friends",4,20,1445162.256094,28588020.0103288,5.06
"3604","13","Visit Friends",4,21,884888.841765,28588020.0103288,3.1
"3605","13","Visit Friends",4,22,563613.199229,28588020.0103288,1.97
"3606","13","Visit Friends",4,23,703802.538595,28588020.0103288,2.46
"3607","13","Visit Friends",5,0,705860.196091,67524149.0199522,1.05
"3608","13","Visit Friends",5,3,927282.16834,67524149.0199522,1.37
"3609","13","Visit Friends",5,4,1390451.342587,67524149.0199522,2.06
"3610","13","Visit Friends",5,5,564096.36494,67524149.0199522,0.84
"3611","13","Visit Friends",5,6,209011.134507,67524149.0199522,0.31
"3612","13","Visit Friends",5,7,1288962.2754949,67524149.0199522,1.91
"3613","13","Visit Friends",5,8,607838.753802,67524149.0199522,0.9
"3614","13","Visit Friends",5,9,3420530.287545,67524149.0199522,5.07
"3615","13","Visit Friends",5,10,3103145.497268,67524149.0199522,4.6
"3616","13","Visit Friends",5,11,3611778.452773,67524149.0199522,5.35
"3617","13","Visit Friends",5,12,4559349.358894,67524149.0199522,6.75
"3618","13","Visit Friends",5,13,3676790.516782,67524149.0199522,5.45
"3619","13","Visit Friends",5,14,4525987.2844502,67524149.0199522,6.7
"3620","13","Visit Friends",5,15,5082071.2458301,67524149.0199522,7.53
"3621","13","Visit Friends",5,16,4228075.511261,67524149.0199522,6.26
"3622","13","Visit Friends",5,17,6095316.071142,67524149.0199522,9.03
"3623","13","Visit Friends",5,18,5614119.674741,67524149.0199522,8.31
"3624","13","Visit Friends",5,19,5315221.673752,67524149.0199522,7.87
"3625","13","Visit Friends",5,20,6114852.079142,67524149.0199522,9.06
"3626","13","Visit Friends",5,21,2548025.966538,67524149.0199522,3.77
"3627","13","Visit Friends",5,22,2528984.46759,67524149.0199522,3.75
"3628","13","Visit Friends",5,23,1406398.696482,67524149.0199522,2.08
"3629","13","Visit Friends",6,0,596440.676771,59859795.1200095,1
"3630","13","Visit Friends",6,1,217078.2236,59859795.1200095,0.36
"3631","13","Visit Friends",6,6,271523.25773,59859795.1200095,0.45
"3632","13","Visit Friends",6,7,1714278.522125,59859795.1200095,2.86
"3633","13","Visit Friends",6,8,1096573.376443,59859795.1200095,1.83
"3634","13","Visit Friends",6,9,992796.620708,59859795.1200095,1.66
"3635","13","Visit Friends",6,10,1370153.627612,59859795.1200095,2.29
"3636","13","Visit Friends",6,11,1628669.925644,59859795.1200095,2.72
"3637","13","Visit Friends",6,12,1401160.603948,59859795.1200095,2.34
"3638","13","Visit Friends",6,13,3686097.23301,59859795.1200095,6.16
"3639","13","Visit Friends",6,14,3791465.9755633,59859795.1200095,6.33
"3640","13","Visit Friends",6,15,4405771.310572,59859795.1200095,7.36
"3641","13","Visit Friends",6,16,5914605.016453,59859795.1200095,9.88
"3642","13","Visit Friends",6,17,10247206.664508,59859795.1200095,17.12
"3643","13","Visit Friends",6,18,3475095.2677526,59859795.1200095,5.81
"3644","13","Visit Friends",6,19,5431642.677186,59859795.1200095,9.07
"3645","13","Visit Friends",6,20,4617491.906139,59859795.1200095,7.71
"3646","13","Visit Friends",6,21,4939136.69534,59859795.1200095,8.25
"3647","13","Visit Friends",6,22,2734217.230027,59859795.1200095,4.57
"3648","13","Visit Friends",6,23,1328390.3088776,59859795.1200095,2.22
"3649","13","Visit Friends",7,0,1363549.249825,94942581.7732732,1.44
"3650","13","Visit Friends",7,1,77612.032269,94942581.7732732,0.08
"3651","13","Visit Friends",7,2,150209.84241,94942581.7732732,0.16
"3652","13","Visit Friends",7,6,174894.114212,94942581.7732732,0.18
"3653","13","Visit Friends",7,7,519159.38016,94942581.7732732,0.55
"3654","13","Visit Friends",7,8,2802347.854629,94942581.7732732,2.95
"3655","13","Visit Friends",7,9,4337339.3390294,94942581.7732732,4.57
"3656","13","Visit Friends",7,10,5855588.489822,94942581.7732732,6.17
"3657","13","Visit Friends",7,11,5004732.158516,94942581.7732732,5.27
"3658","13","Visit Friends",7,12,6477684.5985054,94942581.7732732,6.82
"3659","13","Visit Friends",7,13,5195873.90336,94942581.7732732,5.47
"3660","13","Visit Friends",7,14,8016973.1896614,94942581.7732732,8.44
"3661","13","Visit Friends",7,15,8365080.131164,94942581.7732732,8.81
"3662","13","Visit Friends",7,16,9198211.735701,94942581.7732732,9.69
"3663","13","Visit Friends",7,17,8181925.923243,94942581.7732732,8.62
"3664","13","Visit Friends",7,18,8202068.178638,94942581.7732732,8.64
"3665","13","Visit Friends",7,19,5368683.5923935,94942581.7732732,5.65
"3666","13","Visit Friends",7,20,5888273.0523395,94942581.7732732,6.2
"3667","13","Visit Friends",7,21,4849431.828426,94942581.7732732,5.11
"3668","13","Visit Friends",7,22,2467738.946379,94942581.7732732,2.6
"3669","13","Visit Friends",7,23,2445204.23259,94942581.7732732,2.58
"3670","15","work",1,2,793537.1548,14096494.973164,5.63
"3671","15","work",1,4,488723.84617,14096494.973164,3.47
"3672","15","work",1,6,345624.093037,14096494.973164,2.45
"3673","15","work",1,7,3409265.10629,14096494.973164,24.19
"3674","15","work",1,9,1124401.4999,14096494.973164,7.98
"3675","15","work",1,11,488723.84617,14096494.973164,3.47
"3676","15","work",1,13,1527826.28687,14096494.973164,10.84
"3677","15","work",1,16,3244806.24911,14096494.973164,23.02
"3678","15","work",1,17,1634484.450117,14096494.973164,11.59
"3679","15","work",1,20,1039102.4407,14096494.973164,7.37
"3680","15","work",2,5,1537479.16828,25212488.67808,6.1
"3681","15","work",2,6,3694921.7422,25212488.67808,14.66
"3682","15","work",2,7,1225181.0539,25212488.67808,4.86
"3683","15","work",2,8,1375787.24804,25212488.67808,5.46
"3684","15","work",2,9,1022163.2915,25212488.67808,4.05
"3685","15","work",2,10,557607.31621,25212488.67808,2.21
"3686","15","work",2,11,518108.48276,25212488.67808,2.05
"3687","15","work",2,12,1868081.67115,25212488.67808,7.41
"3688","15","work",2,15,709429.74263,25212488.67808,2.81
"3689","15","work",2,16,2575979.97037,25212488.67808,10.22
"3690","15","work",2,17,5875557.73683,25212488.67808,23.3
"3691","15","work",2,18,518108.48276,25212488.67808,2.05
"3692","15","work",2,19,353623.95654,25212488.67808,1.4
"3693","15","work",2,21,3380458.81491,25212488.67808,13.41
"3694","15","work",3,3,475111.11477,51984247.613861,0.91
"3695","15","work",3,4,2283039.91347,51984247.613861,4.39
"3696","15","work",3,5,524923.46869,51984247.613861,1.01
"3697","15","work",3,6,4745189.0561,51984247.613861,9.13
"3698","15","work",3,7,4712326.034405,51984247.613861,9.06
"3699","15","work",3,8,9899900.18327,51984247.613861,19.04
"3700","15","work",3,9,1322400.97138,51984247.613861,2.54
"3701","15","work",3,10,7948004.7153,51984247.613861,15.29
"3702","15","work",3,11,559375.15585,51984247.613861,1.08
"3703","15","work",3,12,334226.997305,51984247.613861,0.64
"3704","15","work",3,13,615935.33655,51984247.613861,1.18
"3705","15","work",3,14,947363.01917,51984247.613861,1.82
"3706","15","work",3,15,4249756.288638,51984247.613861,8.18
"3707","15","work",3,16,2568856.23674,51984247.613861,4.94
"3708","15","work",3,17,4699683.454983,51984247.613861,9.04
"3709","15","work",3,18,3545909.70918,51984247.613861,6.82
"3710","15","work",3,19,635113.4298,51984247.613861,1.22
"3711","15","work",3,20,236407.58708,51984247.613861,0.45
"3712","15","work",3,21,1055594.75136,51984247.613861,2.03
"3713","15","work",3,22,261751.69296,51984247.613861,0.5
"3714","15","work",3,23,363378.49686,51984247.613861,0.7
"3715","15","work",4,4,1168823.88306,26051203.430952,4.49
"3716","15","work",4,5,2591474.90001,26051203.430952,9.95
"3717","15","work",4,6,3442664.1896,26051203.430952,13.21
"3718","15","work",4,7,2826165.392365,26051203.430952,10.85
"3719","15","work",4,8,2093173.975056,26051203.430952,8.03
"3720","15","work",4,9,843471.49343,26051203.430952,3.24
"3721","15","work",4,10,124209.32493,26051203.430952,0.48
"3722","15","work",4,11,158461.99577,26051203.430952,0.61
"3723","15","work",4,14,1120178.2521,26051203.430952,4.3
"3724","15","work",4,15,1553792.756775,26051203.430952,5.96
"3725","15","work",4,16,2448707.173346,26051203.430952,9.4
"3726","15","work",4,17,4376330.61958,26051203.430952,16.8
"3727","15","work",4,18,1796931.45903,26051203.430952,6.9
"3728","15","work",4,19,806958.96333,26051203.430952,3.1
"3729","15","work",4,20,699859.05257,26051203.430952,2.69
"3730","15","work",5,5,429371.96048,35615354.020564,1.21
"3731","15","work",5,6,9783971.146117,35615354.020564,27.47
"3732","15","work",5,7,2688583.14009,35615354.020564,7.55
"3733","15","work",5,8,1049742.2375,35615354.020564,2.95
"3734","15","work",5,9,1571083.9602,35615354.020564,4.41
"3735","15","work",5,10,663798.00276,35615354.020564,1.86
"3736","15","work",5,11,136116.92997,35615354.020564,0.38
"3737","15","work",5,12,235155.29871,35615354.020564,0.66
"3738","15","work",5,13,1433500.2324,35615354.020564,4.02
"3739","15","work",5,14,235155.29871,35615354.020564,0.66
"3740","15","work",5,16,6702539.02795,35615354.020564,18.82
"3741","15","work",5,17,4347314.687897,35615354.020564,12.21
"3742","15","work",5,18,2746854.10808,35615354.020564,7.71
"3743","15","work",5,19,1571083.9602,35615354.020564,4.41
"3744","15","work",5,21,352428.49839,35615354.020564,0.99
"3745","15","work",5,22,1433500.2324,35615354.020564,4.02
"3746","15","work",5,23,235155.29871,35615354.020564,0.66
"3747","15","work",6,5,861942.24183,56655547.866318,1.52
"3748","15","work",6,6,1280474.742129,56655547.866318,2.26
"3749","15","work",6,7,7164268.47778,56655547.866318,12.65
"3750","15","work",6,8,6051299.73799,56655547.866318,10.68
"3751","15","work",6,9,6761948.7869,56655547.866318,11.94
"3752","15","work",6,10,3948354.17817,56655547.866318,6.97
"3753","15","work",6,11,2851982.6225,56655547.866318,5.03
"3754","15","work",6,12,54811.817929,56655547.866318,0.1
"3755","15","work",6,13,805765.10161,56655547.866318,1.42
"3756","15","work",6,14,6569496.82723,56655547.866318,11.6
"3757","15","work",6,15,3000877.6091,56655547.866318,5.3
"3758","15","work",6,16,5705742.24779,56655547.866318,10.07
"3759","15","work",6,17,7892841.28123,56655547.866318,13.93
"3760","15","work",6,18,1391916.1978,56655547.866318,2.46
"3761","15","work",6,20,290606.45406,56655547.866318,0.51
"3762","15","work",6,21,2023219.54227,56655547.866318,3.57
"3763","15","work",7,4,353891.1573,14141475.6538,2.5
"3764","15","work",7,10,4346098.9487,14141475.6538,30.73
"3765","15","work",7,12,2370747.7209,14141475.6538,16.76
"3766","15","work",7,13,353891.1573,14141475.6538,2.5
"3767","15","work",7,16,6716846.6696,14141475.6538,47.5
"3768","15","Other Social/Rec",1,1,3117307.3221,78481224.959506,3.97
"3769","15","Other Social/Rec",1,5,447271.73463,78481224.959506,0.57
"3770","15","Other Social/Rec",1,6,732774.32613,78481224.959506,0.93
