"","HHSTFIPS","WHYTRP90","TRAVDAY","strt_hr","counts","tot","prop"
"35209","06","work",4,4,7824628.755436,305108381.442682,2.56
"35210","06","work",4,5,18337858.054703,305108381.442682,6.01
"35211","06","work",4,6,25873646.96602,305108381.442682,8.48
"35212","06","work",4,7,34917802.091597,305108381.442682,11.44
"35213","06","work",4,8,19637146.832158,305108381.442682,6.44
"35214","06","work",4,9,10069637.789521,305108381.442682,3.3
"35215","06","work",4,10,9264233.852773,305108381.442682,3.04
"35216","06","work",4,11,8015716.733971,305108381.442682,2.63
"35217","06","work",4,12,11497135.700237,305108381.442682,3.77
"35218","06","work",4,13,12717266.982312,305108381.442682,4.17
"35219","06","work",4,14,11700071.759417,305108381.442682,3.83
"35220","06","work",4,15,25973290.439296,305108381.442682,8.51
"35221","06","work",4,16,15825580.299666,305108381.442682,5.19
"35222","06","work",4,17,35347813.120977,305108381.442682,11.59
"35223","06","work",4,18,21366726.708041,305108381.442682,7
"35224","06","work",4,19,10155805.45958,305108381.442682,3.33
"35225","06","work",4,20,5718884.43672,305108381.442682,1.87
"35226","06","work",4,21,8756301.740629,305108381.442682,2.87
"35227","06","work",4,22,2422987.45276,305108381.442682,0.79
"35228","06","work",4,23,5071844.69309,305108381.442682,1.66
"35229","06","work",5,0,95095.624722,291387819.382361,0.03
"35230","06","work",5,1,239594.97244,291387819.382361,0.08
"35231","06","work",5,3,894934.54941,291387819.382361,0.31
"35232","06","work",5,4,10580530.086478,291387819.382361,3.63
"35233","06","work",5,5,14861644.01927,291387819.382361,5.1
"35234","06","work",5,6,17433703.12236,291387819.382361,5.98
"35235","06","work",5,7,41003714.092867,291387819.382361,14.07
"35236","06","work",5,8,20103178.523694,291387819.382361,6.9
"35237","06","work",5,9,10235074.327924,291387819.382361,3.51
"35238","06","work",5,10,9153371.064974,291387819.382361,3.14
"35239","06","work",5,11,9711987.24544,291387819.382361,3.33
"35240","06","work",5,12,13231871.178268,291387819.382361,4.54
"35241","06","work",5,13,10801617.951946,291387819.382361,3.71
"35242","06","work",5,14,13420257.798462,291387819.382361,4.61
"35243","06","work",5,15,29496191.457513,291387819.382361,10.12
"35244","06","work",5,16,26903415.673434,291387819.382361,9.23
"35245","06","work",5,17,28100959.140385,291387819.382361,9.64
"35246","06","work",5,18,14883810.100825,291387819.382361,5.11
"35247","06","work",5,19,6569978.114651,291387819.382361,2.25
"35248","06","work",5,20,5845026.746038,291387819.382361,2.01
"35249","06","work",5,21,4463861.15442,291387819.382361,1.53
"35250","06","work",5,22,1527867.3265,291387819.382361,0.52
"35251","06","work",5,23,1830135.11034,291387819.382361,0.63
"35252","06","work",6,2,313983.768485,332450869.70085,0.09
"35253","06","work",6,4,5110126.78985,332450869.70085,1.54
"35254","06","work",6,5,20123158.03239,332450869.70085,6.05
"35255","06","work",6,6,31509639.593718,332450869.70085,9.48
"35256","06","work",6,7,37080237.686728,332450869.70085,11.15
"35257","06","work",6,8,23552593.384476,332450869.70085,7.08
"35258","06","work",6,9,9804923.855391,332450869.70085,2.95
"35259","06","work",6,10,9218730.308059,332450869.70085,2.77
"35260","06","work",6,11,7442756.86716,332450869.70085,2.24
"35261","06","work",6,12,20367805.699687,332450869.70085,6.13
"35262","06","work",6,13,14367294.870976,332450869.70085,4.32
"35263","06","work",6,14,18008478.59341,332450869.70085,5.42
"35264","06","work",6,15,25880134.983557,332450869.70085,7.78
"35265","06","work",6,16,29237490.961195,332450869.70085,8.79
"35266","06","work",6,17,26220031.254615,332450869.70085,7.89
"35267","06","work",6,18,19527814.199117,332450869.70085,5.87
"35268","06","work",6,19,13419065.413838,332450869.70085,4.04
"35269","06","work",6,20,3741521.803738,332450869.70085,1.13
"35270","06","work",6,21,4346192.06326,332450869.70085,1.31
"35271","06","work",6,22,5073290.33256,332450869.70085,1.53
"35272","06","work",6,23,8105599.23864,332450869.70085,2.44
"35273","06","work",7,0,2340280.06591,108644952.818866,2.15
"35274","06","work",7,1,452850.68287,108644952.818866,0.42
"35275","06","work",7,2,205310.95254,108644952.818866,0.19
"35276","06","work",7,3,614146.91073,108644952.818866,0.57
"35277","06","work",7,4,3058753.67779,108644952.818866,2.82
"35278","06","work",7,5,2737081.37489,108644952.818866,2.52
"35279","06","work",7,6,9699813.23329,108644952.818866,8.93
"35280","06","work",7,7,11827571.69188,108644952.818866,10.89
"35281","06","work",7,8,4415723.958872,108644952.818866,4.06
"35282","06","work",7,9,5362853.49895,108644952.818866,4.94
"35283","06","work",7,10,5433326.59656,108644952.818866,5
"35284","06","work",7,11,5066387.63805,108644952.818866,4.66
"35285","06","work",7,12,8594684.888852,108644952.818866,7.91
"35286","06","work",7,13,7855675.2547,108644952.818866,7.23
"35287","06","work",7,14,4911580.79789,108644952.818866,4.52
"35288","06","work",7,15,5151699.38227,108644952.818866,4.74
"35289","06","work",7,16,7619221.739462,108644952.818866,7.01
"35290","06","work",7,17,6735386.03228,108644952.818866,6.2
"35291","06","work",7,18,4888801.28901,108644952.818866,4.5
"35292","06","work",7,19,2978760.25102,108644952.818866,2.74
"35293","06","work",7,20,3912017.36863,108644952.818866,3.6
"35294","06","work",7,21,309904.98382,108644952.818866,0.29
"35295","06","work",7,22,4170701.20386,108644952.818866,3.84
"35296","06","work",7,23,302419.34474,108644952.818866,0.28
"35297","06","Other Social/Rec",1,0,927948.97159,348431949.82957,0.27
"35298","06","Other Social/Rec",1,4,85970.553332,348431949.82957,0.02
"35299","06","Other Social/Rec",1,5,223812.522565,348431949.82957,0.06
"35300","06","Other Social/Rec",1,6,2655596.29393,348431949.82957,0.76
"35301","06","Other Social/Rec",1,7,8435516.695868,348431949.82957,2.42
"35302","06","Other Social/Rec",1,8,14535201.703608,348431949.82957,4.17
"35303","06","Other Social/Rec",1,9,20791570.100743,348431949.82957,5.97
"35304","06","Other Social/Rec",1,10,29949779.600558,348431949.82957,8.6
"35305","06","Other Social/Rec",1,11,32764796.329102,348431949.82957,9.4
"35306","06","Other Social/Rec",1,12,26648306.459665,348431949.82957,7.65
"35307","06","Other Social/Rec",1,13,29769013.805009,348431949.82957,8.54
"35308","06","Other Social/Rec",1,14,36142654.920434,348431949.82957,10.37
"35309","06","Other Social/Rec",1,15,20670788.22086,348431949.82957,5.93
"35310","06","Other Social/Rec",1,16,24810395.356602,348431949.82957,7.12
"35311","06","Other Social/Rec",1,17,35043222.524707,348431949.82957,10.06
"35312","06","Other Social/Rec",1,18,27151144.533743,348431949.82957,7.79
"35313","06","Other Social/Rec",1,19,14452388.570133,348431949.82957,4.15
"35314","06","Other Social/Rec",1,20,15222890.269098,348431949.82957,4.37
"35315","06","Other Social/Rec",1,21,5357374.20059,348431949.82957,1.54
"35316","06","Other Social/Rec",1,22,2223252.79397,348431949.82957,0.64
